Order_ID,Date,Product,Region,Quantity,Price,Total
ORD-00208,08-Jan-2025,OIl,North,25,3953,98825
ORD-00195,2025/03/29,OIl,East,24,4219.01,101256.24
ORD-00238,,Garri  ,South ,7,2114,TBD
ORD-00215,Dec 03 2025,YAM, East,6,1186,7116.00
ORD-00069,7/22/2025,Bean, East,22,4890.10,107582
ORD-00200,09/03/2025,Garry, South,20,3302,66040.00
ORD-00112,06-Apr-2025,Beans ,West,17,?4608,78336.00
ORD-00217,Jan 20 2025, Bean ,West,8,3857.77,30862.16
ORD-00180,12/31/2025, Rice,South,14,5330,74120
ORD-00303,2026/01/15,Beans , West ,20,3268.57,"65,371.40"
ORD-00051,2025-02-08 00:00,Bean,South,25,5269.89,131747
ORD-00035,9/5/2025,beans,South,,?5594,
ORD-00273,2026-03-22 00:00,Garri (yellow),East ,19,3228.03,61332.57
ORD-00113,Jun 01 2025,Beans ,East,21,5615,
ORD-00324,2025/11/06,Garri,East ,12,2359,28308
ORD-00299,2/24/2025,Veg. Oil,South,25,3636.79,"90,919.75"
ORD-00254,03.04.2025,Yam tuber, East,13,?1720,TBD
ORD-00331,26/07/2025,Rice, North ,2,5108,10216
ORD-00141,2025/10/05,Palm Oil,East,,4369,
ORD-00280,13/32/2025, Beens,South,22,3990.35,
ORD-00141,25/04/2025, Garr i,North,17,?2569,43673
ORD-00147,28/06/2025,Garri,North,25,3153,78825.00
ORD-00259,Aug 07 2025,Garri (yellow),West,11,2211.56,24327.16
ORD-00275,25-Feb-2026,Palm Oil,South,,,
ORD-00057,2025/01/31,Rice-50kg,West,,5132.21,
ORD-00017,2025-07-10,Veg. Oil ,East,,4712.74,
ORD-00112,Dec 24 2025,Rice,North,13,8068.07,104885
ORD-00117,08/05/25,Rice-50kg,North,18,-7106,-127908
ORD-00195,2025-03-26, RicE, East,3,,
ORD-00072,2025-11-23,RICE, North ,12,7725.85,69732
ORD-00017,2026-04-05 00:00,Vegetable oil,North,21,2890.43,60699
ORD-00112,2025-09-22 00:00,Garr i, West,8,2340,TBD
ORD-00328,Mar 15 2025,Rcie,South,12,-6042,-72504
ORD-00227,11/29/25,Gari (white),South,11,2640.10,54678.09
ORD-00126,25-12-25 00:00,beans,South,two,4211.85,
ORD-00333,2/25/2025,Gari,South,2,2952,11898
ORD-00303,2/9/2026,rice,East,9,6261.41,56353
ORD-00028,2/17/2025,Garry,South,19,,
ORD-00040,01/06/26, Gari,South,22,2699,59378.00
ORD-00297,2025-02-19,OIl,South,19,5019,190722.00
ORD-00234,7/31/2025, Garr i,West,14,2654.45,37162
ORD-00051,,RicE,North,22,5774,127028.00
ORD-00064,29.06.2025, Yam,South,10,1867,-13502.50
ORD-00266,2026/02/24,Beans ,West,5,5504.54,27522.70
ORD-00065,16/09/2025,Garri,East ,21,"3,361",70581
ORD-00013,01/16/26,BEANS,East,13,5043,65559
ORD-00053,26.02.2025,Garri ,West,4,,
ORD-00040,4/18/2025,beans ,South,4,5604,22416.00
ORD-00063,2025-04-09,Bens , South,two,ten,
ORD-00179,2025-12-29 00:00,YAM,South,23,1324.06,30453
ORD-00250,10.08.2025,RicE,East,,,
ORD-00151,,Gari, South,25,,
